user480@betforbes.com,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjNjllMDllYy0zNWE5LTRmYTgtYTcyNi1kMzU3ZWE3YmYzODUiLCJlbWFpbCI6InVzZXI0ODBAYmV0Zm9yYmVzLmNvbSIsInJvbGUiOiJVU0VSIiwiaWF0IjoxNzU4NzM3MjQ5LCJleHAiOjE3NTg4MjM2NDksImp0aSI6ImMyMDk3N2EwLWU4YWQtNDAwMy04NmYwLTU1ZmJlZTZjMzQxNyJ9.Q4GKYJ4s-mdsapMvx8XelzOT-PzlLxfw9LyHu9yx0kE
user1000@betforbes.com,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJiNTUxNjk3Ny01ODUzLTQ5Y2QtYWY5YS1kOGMwYmZlMzQ4ODAiLCJlbWFpbCI6InVzZXIxMDAwQGJldGZvcmJlcy5jb20iLCJyb2xlIjoiVVNFUiIsImlhdCI6MTc1ODczNzI0OSwiZXhwIjoxNzU4ODIzNjQ5LCJqdGkiOiJlYmFjMDA1Yy02ZWIwLTQ3YTMtYjkzNy1iOGJkMzg4ZmE1NjkifQ.0MUNNoOzBWFSHIsiYrL8fWFDU-s-do6T-ToORCo_2Ks
user477@betforbes.com,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiI4NzA0NjE4MS1mMTJiLTQ4YzgtYjBlNC05YzlmODNkODA2ZDAiLCJlbWFpbCI6InVzZXI0NzdAYmV0Zm9yYmVzLmNvbSIsInJvbGUiOiJVU0VSIiwiaWF0IjoxNzU4NzM3MjQ5LCJleHAiOjE3NTg4MjM2NDksImp0aSI6IjMxNTM1NTVjLWE4MzgtNGNiOC05ZmFhLTU0NjVhZjc4OWNmZiJ9.J1B79496h7NN4E1pikCU8pk9YxLwJCFJ8ig5rNa1icw
user482@betforbes.com,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiI2MGViMjBkYi04ZmNiLTQ4ODItYThmYi02NGZhYzdkYmI4ZWMiLCJlbWFpbCI6InVzZXI0ODJAYmV0Zm9yYmVzLmNvbSIsInJvbGUiOiJVU0VSIiwiaWF0IjoxNzU4NzM3MjUwLCJleHAiOjE3NTg4MjM2NTAsImp0aSI6IjdhYTIxN2M4LTdjZGEtNDMyNy1hMjg5LTZjN2NkYmFmYWU2NyJ9.lNFYa6Rsuw0T8EXNhBv-LY0z4HMxmIFEg3ArQ9xMTug
user479@betforbes.com,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiIwZDU5Y2Q4Ni1lMzc5LTQ1MGQtOTRiYS0zNjFkM2Y4YTdhNDYiLCJlbWFpbCI6InVzZXI0NzlAYmV0Zm9yYmVzLmNvbSIsInJvbGUiOiJVU0VSIiwiaWF0IjoxNzU4NzM3MjQ5LCJleHAiOjE3NTg4MjM2NDksImp0aSI6ImM5MjBjMTY5LWQxNjAtNDFmOS1iNzYxLTk4OWM2ZGIzNjc3OCJ9.6QtEZqDnQQnGn8P8JiV4hc9BL6qn2TmAjYLyNYc_hsI
user483@betforbes.com,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiI3YTQxMWI3NS04MmY2LTQyM2EtODUwNi0wZTgxMjczZGQ5MjciLCJlbWFpbCI6InVzZXI0ODNAYmV0Zm9yYmVzLmNvbSIsInJvbGUiOiJVU0VSIiwiaWF0IjoxNzU4NzM3MjUwLCJleHAiOjE3NTg4MjM2NTAsImp0aSI6IjYzNjNjOGIwLTg0ZGUtNDUzMy05ZTMxLTVkZDFiMGQ2ZjgzNiJ9.geV-uS1QlmBW1KEu6zdCk1M0LDyV2ZHXgchDiossh1Y
user481@betforbes.com,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiIwMzhmNjY1ZS0zNzk3LTRlZjUtYmZjNy0xYTY5OTczNDk2YWQiLCJlbWFpbCI6InVzZXI0ODFAYmV0Zm9yYmVzLmNvbSIsInJvbGUiOiJVU0VSIiwiaWF0IjoxNzU4NzM3MjUwLCJleHAiOjE3NTg4MjM2NTAsImp0aSI6ImY3N2RjMzhmLWVhYTEtNDY4ZS1hNzU0LTMyYjExNDJjYTg5NyJ9.FLGXB9aih6mYhhda81rJn8DjGDVE8jQ-KNgyD3gBfsk
user478@betforbes.com,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiIzYjRkMjdmYy1iYjEwLTQzOGMtOTZhNy00MTlmZTAwYWMxOWYiLCJlbWFpbCI6InVzZXI0NzhAYmV0Zm9yYmVzLmNvbSIsInJvbGUiOiJVU0VSIiwiaWF0IjoxNzU4NzM3MjUwLCJleHAiOjE3NTg4MjM2NTAsImp0aSI6IjEzMTZiZDhjLTMwZmMtNGUwMi04MDIyLTk1OGFjZmRmZmM0NyJ9.RxCIF4CckuGcFHhFlOwjT3bJu_xwhaPoKl4rCLZ3i88
user484@betforbes.com,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiIwYWViOGFiZC1lYjUxLTQ4YWYtYTM2Zi0xYTU5NDYzOWEwMzUiLCJlbWFpbCI6InVzZXI0ODRAYmV0Zm9yYmVzLmNvbSIsInJvbGUiOiJVU0VSIiwiaWF0IjoxNzU4NzM3MjUwLCJleHAiOjE3NTg4MjM2NTAsImp0aSI6IjQyNTk1MTg3LTE1NDItNDlmNy1iMjM4LTkxNzFmYzgyZDM4YSJ9.7xWhTlsVjnwVCw2QKoKAs6Za9NuW6kf-pXfWFSaWRvE
user486@betforbes.com,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJkYmU5MTI1Yi1mYjk1LTQ5MDMtYmE5NC03Y2NkM2ZlY2RlMDgiLCJlbWFpbCI6InVzZXI0ODZAYmV0Zm9yYmVzLmNvbSIsInJvbGUiOiJVU0VSIiwiaWF0IjoxNzU4NzM3MjUwLCJleHAiOjE3NTg4MjM2NTAsImp0aSI6IjY5OTlkODg5LWY5ZTktNDYyNS1hYWZlLWVkMzZhYTMxYzY4OSJ9.WxnnX_Ad4lXdj4FLJYaUWfSNr-M64G1AITUbOjjzbWY
