user1000@betforbes.com,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJiNTUxNjk3Ny01ODUzLTQ5Y2QtYWY5YS1kOGMwYmZlMzQ4ODAiLCJlbWFpbCI6InVzZXIxMDAwQGJldGZvcmJlcy5jb20iLCJyb2xlIjoiVVNFUiIsImlhdCI6MTc1ODczNzUxMSwiZXhwIjoxNzU4ODIzOTExLCJqdGkiOiI3ZTEwMDJiMS0zZTU2LTQwZTctYmEzYy02MTg1MWRlMTM2NWEifQ.5-XySYDun4Qw_7mRuo7-jKoomwAYSUwCEaEW45C51VE
user477@betforbes.com,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiI4NzA0NjE4MS1mMTJiLTQ4YzgtYjBlNC05YzlmODNkODA2ZDAiLCJlbWFpbCI6InVzZXI0NzdAYmV0Zm9yYmVzLmNvbSIsInJvbGUiOiJVU0VSIiwiaWF0IjoxNzU4NzM3NTExLCJleHAiOjE3NTg4MjM5MTEsImp0aSI6ImNmNWU3MzFkLTZhODItNGY5YS1iOWVkLTc5MDNmOGVhYmEyNSJ9.NuO1GoZeEQXim1UoEpthlBodBoIM3BrYnivBBYkfa0c
user478@betforbes.com,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiIzYjRkMjdmYy1iYjEwLTQzOGMtOTZhNy00MTlmZTAwYWMxOWYiLCJlbWFpbCI6InVzZXI0NzhAYmV0Zm9yYmVzLmNvbSIsInJvbGUiOiJVU0VSIiwiaWF0IjoxNzU4NzM3NTExLCJleHAiOjE3NTg4MjM5MTEsImp0aSI6IjQ2ZDgwNGNiLTEwYzUtNGYxZi05NWVlLWYzNjI2NDhiNDU4OSJ9.K522m7eLIOvLxhZg21i_aWbwwo33BWgwcwb7SKx_BhA
user479@betforbes.com,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiIwZDU5Y2Q4Ni1lMzc5LTQ1MGQtOTRiYS0zNjFkM2Y4YTdhNDYiLCJlbWFpbCI6InVzZXI0NzlAYmV0Zm9yYmVzLmNvbSIsInJvbGUiOiJVU0VSIiwiaWF0IjoxNzU4NzM3NTExLCJleHAiOjE3NTg4MjM5MTEsImp0aSI6IjBlZTJjNDRiLTExY2EtNDk2Ni05NzMyLWMxYjMzZjYxM2I5NiJ9.pFq_xFW0ltsVINDN_kKaG2jetCi6ozExmJs3VbLgn2w
user480@betforbes.com,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjNjllMDllYy0zNWE5LTRmYTgtYTcyNi1kMzU3ZWE3YmYzODUiLCJlbWFpbCI6InVzZXI0ODBAYmV0Zm9yYmVzLmNvbSIsInJvbGUiOiJVU0VSIiwiaWF0IjoxNzU4NzM3NTExLCJleHAiOjE3NTg4MjM5MTEsImp0aSI6IjkwMGI2Mjk5LTkzNjQtNGJlYi1iNWJmLTc5ZTcyZmQzNmNkZCJ9.XN6tn-25uljCut6EN6owO0tDZiQ30f61Y2fWCSzpKjg
user481@betforbes.com,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiIwMzhmNjY1ZS0zNzk3LTRlZjUtYmZjNy0xYTY5OTczNDk2YWQiLCJlbWFpbCI6InVzZXI0ODFAYmV0Zm9yYmVzLmNvbSIsInJvbGUiOiJVU0VSIiwiaWF0IjoxNzU4NzM3NTExLCJleHAiOjE3NTg4MjM5MTEsImp0aSI6IjQwNjM4YTRlLTA2NDgtNGU3YS1hNTU0LWRkOTBkMzlhZjUxMiJ9.-BEL4qkhgSNL7HYthzruXjsDxL7_4ArwkCPFEWYkbPA
user482@betforbes.com,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiI2MGViMjBkYi04ZmNiLTQ4ODItYThmYi02NGZhYzdkYmI4ZWMiLCJlbWFpbCI6InVzZXI0ODJAYmV0Zm9yYmVzLmNvbSIsInJvbGUiOiJVU0VSIiwiaWF0IjoxNzU4NzM3NTExLCJleHAiOjE3NTg4MjM5MTEsImp0aSI6ImRhOWRhNjVhLTkzMDAtNDM4Ny04NzVmLTZmZWU2ZjJkYWM0MiJ9._iB4-KeqgrtJ-FogtJEHsQSZveQp8fuvn5dMEkeOQmQ
user483@betforbes.com,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiI3YTQxMWI3NS04MmY2LTQyM2EtODUwNi0wZTgxMjczZGQ5MjciLCJlbWFpbCI6InVzZXI0ODNAYmV0Zm9yYmVzLmNvbSIsInJvbGUiOiJVU0VSIiwiaWF0IjoxNzU4NzM3NTExLCJleHAiOjE3NTg4MjM5MTEsImp0aSI6IjFhMDNlYTZkLTQ2ZWItNDY0ZS05OWUwLWM2MTI4YjA2MmY4NSJ9.UCbYe7xnO5lOG0m5KH6t3PFSuHe9EIAe6p_pcWIoVu0
user484@betforbes.com,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiIwYWViOGFiZC1lYjUxLTQ4YWYtYTM2Zi0xYTU5NDYzOWEwMzUiLCJlbWFpbCI6InVzZXI0ODRAYmV0Zm9yYmVzLmNvbSIsInJvbGUiOiJVU0VSIiwiaWF0IjoxNzU4NzM3NTExLCJleHAiOjE3NTg4MjM5MTEsImp0aSI6IjU5YmVlYjk5LWVkYzAtNDFlMS05Zjg5LWYwMTUzNzg0ZmUwYiJ9.vx31sv6-WG_wqSpkdT6ns4LzCu9rCBd4sUkZTQ9ACTk
user485@betforbes.com,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiI3NGE0MmUwZi1iNWU0LTQ1OTMtOTQ5MS04YjliNDZmZDliNzEiLCJlbWFpbCI6InVzZXI0ODVAYmV0Zm9yYmVzLmNvbSIsInJvbGUiOiJVU0VSIiwiaWF0IjoxNzU4NzM3NTExLCJleHAiOjE3NTg4MjM5MTEsImp0aSI6Ijk1N2U3MWE4LWE1MWMtNDljMy1hMTcxLWI5ZTlmYmMzYjU5OSJ9.MDnau-a9erMnnIxZfMvAJ7eVt7RKhAjHB5Hrb_6nbHw
